winner,tickets,opepen_count,checks_tickets,set40,set20,set10,set5,set4,set1
0x66f6794168b6e0c8a55a675ea262625304e755f7,20,2,0,4214,1306,,,,
0x7a7f7b303d5d54b8867d8a329c9dd8ef2b4b4025,10,1,0,,1267,,,,
0xd8208bbf403a5de65a61e45321580fd0e31d4432,81,8,1,"9974, 9252, 7939, 11663, 6116, 11433","3378, 3908",,,,
0x1b980e55bc5c3e8be104508c35383d5f5623a27d,10,1,0,,9944,,,,
0x438e1879c38b92e235e9791e13972d6c742c7038,10,1,0,,1025,,,,
0xaf47e8f04841dcb97f638172c38d3b140b406d09,11,1,1,,11567,,,,
0xeed40dba8679e62b2e25114b31e558b8a9dd52a7,30,3,0,15801,"12932, 13051",,,,
0xc015acd16fa3fd16a15362e77d1184c64917d49a,10,1,0,,1570,,,,
0x94863db9ed68658e08e9c797435a9d770d53859b,10,1,0,,7749,,,,
0x377788e5108fdf97c9cc4357b5c15fdcc87b3548,30,3,0,,"358, 11125, 336",,,,
0x5869bc7b480470a3a0fcfb5638fc4f89f837c4ad,22,2,2,,"1097, 6955",,,,
0xdb43fe9470bea56fb9e3e4899006a527b8a9fe06,10,1,0,,3502,,,,
0xbb50f9cb894f8d35d8f36141b859078a2a8c4e6e,80,8,0,"8221, 4288, 10626, 558","560, 2296, 7535, 15091",,,,
0xdc2743cf9afd3b7f3c0a49594099749271925767,11,1,1,,6972,,,,
0x57a1ffd4a8fff660ef1dcafa0d1520ed0e9e6d87,10,1,0,,12855,,,,
0x914384709cebd66e26acd20a7a723aaa94c4a087,55,5,5,"9560, 10213, 12166","15911, 11619",,,,
0x2bbaae56aaaec14046bc3f90a00e8ca3eb1b4866,24,2,4,8884,9685,,,,
0x4c165e1e556d91ea36dbf8d8e0ac81b8706d63fb,21,2,1,,"3377, 8512",,,,
0xa4b2f8d5876ecbf976d7e983c9c9b418b21e11ae,10,1,0,,10471,,,,
0x86f5fa3050c620b4229305d4aa46f0fd9401e8a9,10,1,0,,5266,,,,
0x5bac40444cb044b3bd3d1a3c404a4bb11c3b55a8,10,1,0,,5581,,,,
0x26439aeb008d63b6686798b5f08a84c7abefbd80,20,2,0,659,104,,,,
0x69de3c342004ee695fe62834c025adc087dd6450,10,1,0,,12610,,,,
0x8b2a938f4b247b5377a3c9d5d7e75b0c8998260f,10,1,0,,11651,,,,
0xd36422521c4b65cb50aa5e26917ec22dc24bc39d,10,1,0,,8984,,,,
0xb0f828b933e4bd8877d419f715aa9939b5647206,10,1,0,,3673,,,,
0xac5cdb6fc9856eecb28ef173f155883cb263dd3a,21,2,1,5194,4640,,,,
0x72eddc0166b5629c1cb71d302c76544d01089218,20,2,0,10279,10494,,,,
0xe01f5efd8890875a97848477361dd15a8ccff009,10,1,0,,2004,,,,
0x2e9cda73bae3f50b7d0d08283bd44f59011fe5be,21,2,1,13610,9312,,,,
0x048e8d6d6268efb326dd4cf638f6615fb989c802,11,1,1,,152,,,,
0x3d115d3ca8103add5e94706a1556e4ec05d0587f,20,2,0,5486,9084,,,,
0x99b8eb5b14b2713cbd8dde34f266bf928374bac6,20,2,0,2552,11591,,,,
0xf5225e8312758f962e4ecfd8a4fcaf32f8d3e982,50,5,0,12680,"5774, 15829, 13459, 2154",,,,
0xda2ddd064074d05541e005dfe753c7d10e5b13a6,32,3,2,"10904, 9906",11983,,,,
0xc0fb55eb408a4e12773139ae152da413d288f3c2,30,3,0,"15090, 11320",11385,,,,
0x5097f85f9312d5e2ffd16c3668a63a623221f16e,20,2,0,,"7965, 11815",,,,
0x95615b98bd55a54f8fcde558f2379a3e5f7f048b,10,1,0,,12218,,,,
0x5ed39ed5c210bdb9e67385478323e6113c33b1f0,10,1,0,,12492,,,,
0x07ba468c1dabbd5483b9e65cb1680884d1aca50d,11,1,1,,1123,,,,
0xb584fdd98496fa7c49e57de700829d1035d4cda8,20,2,0,2907,6946,,,,
0xc0549087333b7972088f3aef2b07eacbe0834b44,10,1,0,,14104,,,,
0xe343948a11cc6c63254b32b203c5b1b3c25d14db,70,7,0,"12234, 11375, 4774, 11254, 9243","12376, 10802",,,,
0xa117163be1686e3a34bb97832f4c92f7e1a2790f,10,1,0,,2973,,,,
0xd5a7b0c58f4f4926d185de20e59f2e8d092f959c,20,2,0,9478,14793,,,,
0x845f97e61d7e868b49cf3b980557de0860b11a79,70,7,0,"6019, 12834, 10332, 214","11356, 8022, 5353",,,,
0x2b1ea94a802ed65a9ccbcebc3d3943799159fe30,10,1,0,,1581,,,,
0x8442c99924f6af8e39e2fbb98761725c0d35c381,10,1,0,,7055,,,,
0xc64f04f070389c8a0b2026561c137e9279dbe443,10,1,0,,1309,,,,
0x336a076fdc2ef18afb87bdc7ab7ed9e1ffb73141,10,1,0,,6388,,,,
0x136a6c92b4e0199213edfaed3c336f1a64c6a9e5,20,2,0,1861,7467,,,,
0x860adcf9e109488f308408a50af0b9f7ad738336,22,2,2,,"2038, 451",,,,
0x6e0a0a204bd5c3c8f335cf046fc233bf43cbc891,50,5,0,"8890, 12024, 9293, 12230",4892,,,,
0xaf1d7af65c6f0b3c350cf5324434ebda31e08a1e,10,1,0,,7619,,,,
0x73c6a77cb6e64989cdbcb07bc9c837e5d103706b,40,4,0,"10574, 10464","3775, 7195",,,,
0x85d996ae68d7cab8a0942e77d8ba468831b9b765,10,1,0,,11127,,,,
0x8cb36d75060233653775466518fb349987976bf1,10,1,0,,12395,,,,
0xebb3f0209fbe4726867bada7f70784f0b304c7f8,11,1,1,,3314,,,,
0x0ccfd0bf206ce377c6401e5a00f4ead926239e50,10,1,0,,9039,,,,
0x7266ad236fbb8c98776a0c9b7cc7fef7628a668d,10,1,0,,10834,,,,
0x9854716bb75963c53c4f8cca97b74b94db848a71,60,6,0,"1399, 840, 751","5753, 8299, 291",,,,
0x848172585cf38aad29c6b8244dbdd604af4cf05d,23,2,3,,"12139, 2145",,,,
0xd357b6fdb9ff03dc2f674ca175cabe7a0255e468,10,1,0,,13234,,,,
0x65b2f2a016424438d4d1841f9a69e1ee76704cba,60,6,0,"11310, 11888, 11429","10328, 11359, 10433",,,,
0x66ac38aad1f61e4d50b115879903e1a18ee9b56e,80,8,0,"11271, 14099, 13284, 15342, 14886, 13988","11984, 14458",,,,
0xb41204cba1ee7a4e3a20a887c8d22d0858f9d7e7,20,2,0,7644,7839,,,,
0xd841d14773a2e79629615929f3150875e94a80dc,34,3,4,843,"9476, 7863",,,,
0x5c246b2ac91da934b5c2339112e4c3344bbed5f7,10,1,0,,13275,,,,
0x2e73e49abaebcf92d6428c8cc8fb5e513f4a485d,20,2,0,5541,12580,,,,
0x7a592ffda8604f232cee89661f25e04cd31ccc13,20,2,0,,"2614, 11694",,,,
0x89cba7c6a5076ea03b08d63593f6a827c4e8fede,10,1,0,,9271,,,,
0x7be486ea1c7da2848da55c646c988309a29bc410,90,9,0,"2905, 2889, 123, 1991, 1362, 286, 10770","2277, 2626",,,,
0xc06dbcaed3e5fbf180bc643dfd44d5dd2acce9b2,18,1,8,,2237,,,,
0x35ed0c2783713e411f2bcf3b7ebeb24b68fd6510,40,4,0,"10978, 4971, 11764",2701,,,,
0x6d75c5ba795a7d7ce01cd530886c4f5adbec595f,10,1,0,,15315,,,,
0x49c6fb6cbe27ce0e773b85840cb072791368e5bb,21,2,1,,"6186, 4103",,,,
0x0970b838d4d209b21de42ca52f7e0fe79811de26,10,1,0,,4114,,,,
0xafa1bea94b511053c0e812189bbe89149152e8e0,24,2,4,14799,15073,,,,
0xfdbba0448ade7521d755fcc21e5e46a3f98deb2e,10,1,0,,12780,,,,
0x1cccc0b10e3f950b3e2744d860e3a8372c103f60,10,1,0,,1820,,,,
0x92e775c5c7cee8e2354002ee1f8efe612c338636,10,1,0,,1895,,,,
0x762d4bb1b25060442c85e4842717d6091c08490c,10,1,0,,3333,,,,
0xf9cabdd46e2ce81b110fd1d3808e8ddda598dbf8,10,1,0,,14235,,,,
0x37cc41ff7f1569365216d9e01231de1b656bbbfd,70,7,0,"2760, 5599, 14308, 14083, 8460, 6063",12207,,,,
0x01e43506d96ffd486506bc0808067b344a1289b8,30,3,0,12650,"12597, 1263",,,,
0xe301165f506ca59b766389624df1f51ad0a341df,20,2,0,3112,4839,,,,
0x83b4cde2f08275b8522b59b157e32555116daef3,71,7,1,"15402, 8820, 3964","14606, 6256, 7274, 8241",,,,
0x5d89737e854c860d25e106c498c6dca0b516ed7a,50,5,0,"3140, 4425, 1518, 4382",2679,,,,
0x82395eb7f78e5ec9e4741563025690f86cce85f7,10,1,0,,5462,,,,
0xeb29ea84f5109cfbc429067ad62efe39cf568e09,30,3,0,,"5364, 5860, 7549",,,,
0x560a2edd994f2ba4883cdf8e0d164558d8c803ac,40,4,0,"6700, 8630","4903, 11005",,,,
0x974f1051a9d0f674c608244f81d0c7ee564a02f9,11,1,1,,5646,,,,
0x05aa8e66698edef32dd79af970cad965c0368a1b,10,1,0,,2458,,,,
0xbfad8f7175e5a5a7d47bfadbce23791779dab25f,10,1,0,,15111,,,,
0x6d06302f3ff4954582a5a328c3af15f543981ef6,10,1,0,,2070,,,,
0x892ac85316f17b9e35339cb8b01f855361f107b0,10,1,0,,15034,,,,
0x4b01a316d6e77f23a1770f1e0d6a6756ec1bc3d1,10,1,0,,14417,,,,
0xc01a5daafdf53e29a90f0c9637eb086ef8099069,10,1,0,,8681,,,,
0x060fb9f0d0529a80f5fb94ecad98df7df99ecb0a,30,3,0,"1502, 5804",15063,,,,
0xda411ac9bf6eb52a7a396df4ff231b62261aa75d,30,3,0,"13611, 13469",10941,,,,
0xad74d773f534da4c45c8cc421acce98ff3769803,30,3,0,"6205, 9950",6981,,,,
0x11139c39074ec4b029239d91aed8491bf54a3b02,10,1,0,,12604,,,,
0xd9a4586a786ef6d9a3ba8c5429b8d5d0db527c70,10,1,0,,5131,,,,
0x19cb365a093942c19d760452c0e239f3a1e294a6,10,1,0,,2987,,,,
0x61d85490f053297bf23f90c6359de2d9a65a5796,20,2,0,1237,1869,,,,
0xa0ac209b587376d25755c3fb6c10bf4ddaf16b77,10,1,0,,15901,,,,
0xd411b947f48a7644e97ac4c33f6b733ed22d4b40,10,1,0,,657,,,,
0xfb5c4e3acc53038b2d610f30c017479e9665c442,50,5,0,"1684, 3583, 10684","12014, 2390",,,,
0xedb87bc3d4a1751f5c640242215475eebf0f3556,10,1,0,,11740,,,,
0xfe0174255e410defaaf58b06e009e0ebcd74db59,30,3,0,3254,"8494, 13264",,,,
0x866e0a0c98fb7623127347f7f8575cb0544d7047,30,3,0,"2470, 5636",3780,,,,
0x1a73306100f9f27e153ef1044be99bfba644e7d2,10,1,0,,4538,,,,
0xc234f40a8a221d6371f2098e061384410da4809c,20,2,0,3146,5417,,,,
0x19d80439b886bbfdcac0262517fafec56a952359,10,1,0,,14249,,,,
0x6403cab8ca6ff97023395cdf006972ac272a4630,10,1,0,,8619,,,,
0xfa842c1a73fe75bc9f1c80b77ba2486ce2f545de,20,2,0,12226,2801,,,,
0x4787dd072c7d16ad24cb04124f4c51d95de15ad9,10,1,0,,7813,,,,
0xd09bde17e1c75b11887f9da10e8ab023c233b613,30,3,0,4993,"1750, 1241",,,,
0x5adf1c982bde935ce98a07e115ff8d09254ecb1b,20,2,0,12795,14489,,,,
0xb21436006bdc6d13445e46d03523e490ac772145,10,1,0,,7707,,,,
0x92374325e2c251710a621a8423dacc907ad29234,24,2,4,1700,1137,,,,
0xb62ea019c3ecf647c21b3d394f373c4089e3e4d6,10,1,0,,3470,,,,
0xb91b8d19086f2f4738188fd1f382909fc1475d43,20,2,0,,"8499, 8396",,,,
0x069a118b23cbf8a5c39567bdeea55177504f0363,20,2,0,12263,8629,,,,
0x39d588fe133de85df6dd5311454c885d2bb5b1c6,10,1,0,,535,,,,
0x4898203e852b3ed44cc3e8d37f702fd0a7bdac9a,50,5,0,"7327, 10800, 10768","13383, 1292",,,,
0x2b710af503a31e447e08241cbc65904ce18aa69a,10,1,0,,5031,,,,
0xa00b42ebb46d874deca6777c51f33b4c1ed8ff95,20,2,0,2642,15910,,,,
0xdd083b3f91f389f756e517888b9daf89ce08a3c4,100,10,0,"9420, 1497, 6091, 11536, 6702","1537, 8199, 15632, 5497, 13122",,,,
0x74ba1ecb7590815f9e9cfccb52fe5009bf29b38b,10,1,0,,2979,,,,
0x10901e43ca063eec45edeef4c0d16be43b9d3732,10,1,0,,335,,,,
0xa10bc3f3308015dcaa161d51239fcb2b840bb8c8,10,1,0,,213,,,,
0x6f04177e90efa8b116b74b374d0f6fa38a72372a,20,2,0,15258,3292,,,,
0x62a1ee42f7df3bd7377680a1d5033caabe95b56a,10,1,0,,8823,,,,
0x3136a5511adb8b6b6c15f67ee04f7c5085f7105b,30,3,0,,"2923, 13748, 1203",,,,
0x0b3760aca3acdee459df004ad7e1169067dc5a4a,20,2,0,,"14312, 913",,,,
0x4a0f654637562483d7514e92aa4358df94ce484f,20,2,0,13005,2876,,,,
0x70196b6fe6f6217de6fe9dd5d7baa15202b51033,50,5,0,"11562, 9341, 13036, 8058",8772,,,,
0xe02661d972322490ffbe228cbf12a838edbbf70c,10,1,0,,3171,,,,
0x3aab46d7fcfef026372abd3912dbccf58c22b4eb,11,1,1,,494,,,,
0x9b8775e501442a1709faabd4a5ce28ea1e463c83,20,2,0,9128,15259,,,,
0x529745a6504e5c593745b4fa98637b0b40660d1f,15,1,5,,256,,,,
0x41ede8f5a6a14b3041b710a31fe9939adafa9d38,30,3,0,4021,"1893, 7883",,,,
0x707849697dfaa94089cdfce0eb9c7e1e376141c8,10,1,0,,10652,,,,
0xce4eca760c94ca7e0b1f9be51913900152d70c76,10,1,0,,6817,,,,
0xd70830eb270c9f0fcda675c611772e363905eb27,20,2,0,12732,11197,,,,
0x1b7ccd294384a5bd5873b0db0876cc0931ed4caa,10,1,0,,11970,,,,
0x93b4c52eeb09b613febf3267914c04ab38f3a635,10,1,0,,11822,,,,
0x24f1afc645c7693a52dfc4f9661721a104ea3277,10,1,0,,2600,,,,
0x7e8b539955abe7df695e875a38584a2251dde463,10,1,0,,5508,,,,
0x346c1eeebb2041c8cfb52dacdf27b0c6725bfbb9,10,1,0,,11179,,,,
0x13f4b9d8d12db667e31b97fd49f1991011c25236,10,1,0,,8605,,,,
0xf59ada6f6d70fbf09ffbeb155b55192a772b2990,10,1,0,,7059,,,,
0xbf567b7c88b73f2c5ada6f352452641a94c47fe4,66,6,6,"4211, 14844","4762, 14902, 15704, 5881",,,,
0x1201aa0cd0f932b8be1ce7abbc7cee47fe5d915c,10,1,0,,1002,,,,
0xb53258bf8dffe09c2fe720487dda6670ffd0dccf,10,1,0,,3278,,,,
0x9b1feea748be8d0d787b73a23ae7d432da8fdd2e,71,6,11,"14669, 5324, 9564, 7740, 11906",13224,,,,
0x6fa93df7ef49fca5d5fbfa46a425368f87beb561,10,1,0,,7802,,,,
0x996290c17c874d989d6e3db7dc0b2ef0a9fb876d,71,7,1,"1340, 13496, 15087, 2550, 2749, 14712",10196,,,,
0xceee6ffb340330d688d92f0aa605348e8b48ee71,10,1,0,,578,,,,
0x9a747f0058bbd31b1da9f79688eea1ad4d081b74,11,1,1,,244,,,,
0xc2e9ee94d94515a25c484c9d120c91f89fa1d1ca,10,1,0,,6801,,,,
0xb9f735ef5e24a26fbadd175d7c020242fe203429,10,1,0,,14616,,,,
0x6c77fa46506a69fa2f17bbd0b963b9ec25bd3784,60,6,0,"3762, 13182, 5640, 7107","9309, 5227",,,,
0xc957b3dd3a806272698b373a4fa0accdf5cf3984,20,2,0,,"2758, 4519",,,,
0x440631dbdc0753e45241569c6d63552eac8e3130,10,1,0,,8098,,,,
0x7ce4edb9a9d8d7aa57bcc86b176585db8934b0ea,51,5,1,"5739, 12886, 7202","10094, 7440",,,,
0xa7f27f6f28bd5b34b5ab1e76cde9021eac9bc10b,11,1,1,,8816,,,,
0x9cb0be71c992d5fbafaa4cd10304845e7eec53ea,10,1,0,,4398,,,,
0x8af3afd28dcd5261ab5cce606589ec76f71a0364,20,2,0,,"9447, 4785",,,,
0x055d08c47e970fdfe140b29be1be5b7289aed740,30,3,0,14195,"6890, 10103",,,,
0x91a6c2be331b8d86fddd3eeab0a3900c74e69e47,10,1,0,,5621,,,,
0x06da92f4f1815e83cf5a020f952f0e3275a5b156,12,1,2,,5835,,,,
0x14ae683317d9d27957f56c78e9308e7d54bc3b36,10,1,0,,14753,,,,
0x1f6a278ba5a89cb9971cad50c2e5fabe8e7beddc,20,2,0,,"8051, 14681",,,,
0xacfd8aff4dbdd3df2a42f0eb89f3128ea89b9927,10,1,0,,2885,,,,
0x5fd4fc7cbde1413af8f889d6ddc2b412897132a0,20,2,0,5223,7760,,,,
0x315c7bfab30f12d8c2c897ed67cb12eee95008e8,10,1,0,,1909,,,,
0x2753af3fad38aac3cce2de13bac11fcdb50e1f75,10,1,0,,10227,,,,
0x2820930e1f7bbf5af46602b37941ee51a31e6cd9,30,3,0,"9735, 3459",13948,,,,
0xf1eeca8fc61af3ae0930dfcf71db4f5e03e194ca,11,1,1,,3161,,,,
0x07b42ae2596742e6b40f8d6213c58584c7719cef,10,1,0,,5602,,,,
0x086f650457e79423a05a6928b665763822f3cca2,10,1,0,,13573,,,,
0x9d4b48b58d3f9dd8d03f9f477ede9c62349942a2,10,1,0,,7853,,,,
0x42fe01a213a6588d7958e3bfda09a08b58cbbbd2,10,1,0,,15983,,,,
0x235d6c22ff3a1784ce837c787bc98680c0c4c712,10,1,0,,15033,,,,
0xd1a774224435c54a18041f793c4163557288986d,10,1,0,,2799,,,,
0x3ceb1ae4796f6a9bcd825841a6c86e1ce17b46a4,10,1,0,,15781,,,,
0x5e9670f67def53168453b7cc76f07ed125243823,30,3,0,10297,"9103, 4658",,,,
0x66e235f3b7dd47e5f9d2a0267c30e04f46e0ba56,20,2,0,,"3235, 4061",,,,
0x3ded2644d8b82bc58f8c0be91bc10962cba90564,10,1,0,,144,,,,
0x9b963e31ef96739a4126102e78c6ebda1d2780be,10,1,0,,15765,,,,
0x0a64d0ce4adae3fe9979661221b06f37ae6356b4,71,7,1,"13175, 10508, 11639, 13978, 10561","12747, 13111",,,,
0x848ca569b58ff2e2a802d0ed4afc0a8a17e3e391,10,1,0,,10039,,,,
0xb415acb3b53509745d0eadff870ef0ccc2759857,63,6,3,582,"1542, 537, 160, 1829, 987",,,,
0x1d6a82c6d9d9593d1b7c00876d0e1d3b07a502b0,20,2,0,7478,6392,,,,
0xea3e58f402d27b4045e5e81e5f03a133de28003d,10,1,0,,6210,,,,
0x3dbc93aecd50e485ecd2dd6dbe73d1ec19a4d839,21,2,1,14224,1556,,,,
0x398d3579123d8608c89dc46a2253e6b07784431f,10,1,0,,11910,,,,
0x762799d870932adf86716b0284469cc24821052d,20,2,0,,"3034, 15390",,,,
0x5c9ea568ce669850722428c3590adbbba5fc486d,10,1,0,,8833,,,,
0x5bce48363a8e6cffef391b7b940faf2394e8930d,10,1,0,,761,,,,
0x3ac734159d2668a95b6478265ff4fe2792ce9802,10,1,0,,1588,,,,
0x2c1a2ca17c4dea8b9bb1146c08af186059c3681a,13,1,3,,4996,,,,
0x2a00845c538e0066acca55cdc5bb106ad2dce1c0,70,7,0,"13086, 4267, 7197","1957, 12693, 5431, 11281",,,,
0xb32e0b5f762445398463758c827b15f38739df63,21,2,1,1165,1316,,,,
0x578a64a02024920c68742e16e7e055d40ca543c0,30,3,0,9192,"5300, 7550",,,,
0xdae5341ad6f761c1f0a1d3883eb11b72b63864b8,20,2,0,14138,6416,,,,
0xf48eeec809edb680452f5dd18db412beea9ecd07,20,2,0,13624,15229,,,,
0x8f8a387017a757867decb2a44e5bd606cb89cb22,20,2,0,5041,15690,,,,
0x23ed1d0cec4f6dec1279c6ebfac4fd427695a7a3,10,1,0,,10137,,,,
0x1ee719b7cc6e0a8f8180c41ef1b3acd336bbb9ce,10,1,0,,14271,,,,
0x0d12ba3d745c750c87920222dba531638f51d5a4,10,1,0,,8529,,,,
0x4d29b7f953ba471fb650fc5842127b05e35949b5,10,1,0,,6957,,,,
0x3eec521f2f3203683efb7f4259ebc0f52372dc50,10,1,0,,2479,,,,
0x0e890a17d945c1daf5de7d85dbc539ae6b260ca4,10,1,0,,11801,,,,
0x6396bdfce84fed85a54991310013c140ceeb4fe3,30,3,0,"4306, 12205",3027,,,,
0x5a1d84e392f9474c7f6ccaf1d2f31912423d1e68,10,1,0,,14551,,,,
0xcc72f778eedd8e337e6cb58ca9ec8ba2912e71dc,10,1,0,,1049,,,,
0x6249a9c03b148acd773d806a50e1aa983e34be0f,10,1,0,,2662,,,,
0xf5c1d64b40f2753384db6c3c0503bbae018e8695,10,1,0,,14329,,,,
0xf71e3a893fe2ed431b02ac1014fdb20205b3b5ce,20,2,0,4136,8265,,,,
0xd0c9845fc3c24eed21803fcf11564ee782598eb0,41,4,1,"7134, 11532, 12245",12782,,,,
0xe2e20c0841a47a1f0f8d71688a05bbf1446837fa,10,1,0,,1131,,,,
0xfaad3f41a5a67ca891dbf0588dc00733ba2a9598,10,1,0,,11937,,,,
0x161cfba64e3d3609c65439c66bbe7e084c34d0a5,20,2,0,5575,4283,,,,
0x6c8378863fcfc9710f0ae59afdd3dd32a2802cdb,40,4,0,"13515, 1445","8096, 10081",,,,
0x666a17d4eea1ad16571457f64d7e74a067511e1c,10,1,0,,1105,,,,
0xdfbc3fbae8941b230b21b4b6a98062a60c9914c3,30,3,0,"7146, 1539",5449,,,,
0xbc9884e5598cd31c886aecdb17a02497a1feeef0,10,1,0,,14480,,,,
0x44fcb959d79db24381e1c6e4e565ba1f73c38796,30,3,0,5577,"15381, 3374",,,,
0x328973d39557ddbeefba1f0ac79d6969983a14b7,20,2,0,,"13397, 15324",,,,
0xcbaddb16544a736b48b455812d28ee71a54ad6c0,20,2,0,11878,11312,,,,
0x07d28e76cdd825d381ef85541080df63bd26469c,31,3,1,"4916, 5327",6744,,,,
0x770b35f11435e4ce4956d71c50fa7e0643342fc8,20,2,0,,"13877, 15438",,,,
0xcfecbafe5ad2ee83531bffe3c9f2c525ef8057e8,30,3,0,5167,"14593, 5168",,,,
0x5aaa3bb7610e797e8900490ffeb64a96507e95c3,10,1,0,,10057,,,,
0xfcbd684e80bd3a168c958b58a4c927de097d03b3,10,1,0,,13433,,,,
0x496579b71b55eee73ea2253a6b702d1f01893110,10,1,0,,10179,,,,
0x6f24a18c39e333c09156f25c0303c549e9d588d7,10,1,0,,2677,,,,
0x90b54332a2f528f1ca4e8aed354154c4b6e9a4fc,10,1,0,,2356,,,,
0xb02f4682fe41cef73eb915cf1d5c75c5ffa81c1e,10,1,0,,11190,,,,
0x548bd1d5b190f16fb6b7298c4382ac0f52274015,10,1,0,,15360,,,,
0x5a189288cd0f58c710bc8e38132edbce355dbe98,20,2,0,2421,1037,,,,
0xf7bfdf6f0b368f2d6be949b8c4b9b6557b6187f1,20,2,0,7657,12076,,,,
0x7ab54a55d63616634a8cd39ef617807c12a17526,11,1,1,,6113,,,,
0xc0a183eea8112072dc1deaa81b7ad59a3f4a620f,11,1,1,,1364,,,,
0x4e023205cfa50e4f0e6b7527bbef57c92db3ece4,12,1,2,,2525,,,,
0x2bc0846cdfc4f0aab336216fe1b6a94a0babff92,41,4,1,"9136, 2563, 7061",8590,,,,
0x7173504b7bc3cb721dd2b8ad5f65d93d4851ba46,10,1,0,,3117,,,,
0x1a193f43b740ac3ca08d3be1064384de189cd781,10,1,0,,861,,,,
0x5af4a30c39f329097d4873705e9d5cece987d03d,20,2,0,12189,257,,,,
0xef26b80c2db69ffb25c99823d316d6e8bdb0df89,30,3,0,"10598, 12875",11907,,,,
0xed9ca75f828747fe3da57f05b89665df6b1b54fe,12,1,2,,3791,,,,
0xcb9a81f4445d3fd7ea64a727391bedef4cd6fe12,10,1,0,,6850,,,,
0x1b032b4f150c12d9d2423341e2d0fb76fa124cfc,10,1,0,,6050,,,,
0x1d92f41977daafd8daf574d8e71bca9f166e8d8b,20,2,0,6655,6605,,,,
0xd48ab39e30a9546fb0729abb215cbce336ac5354,30,3,0,"3283, 11422",5785,,,,
0xb65e213d0516c2d5aeaeb1f9656f9542a9ae44ba,10,1,0,,14328,,,,
0x09e39bf142a77008a63b13bd0789768559390655,70,7,0,"10432, 10430, 10431, 13097, 1620, 13531",13192,,,,
0xa02f5f74cf1a643b4109215929517b94a6fec611,33,3,3,12978,"4690, 15897",,,,
0xb16d925ff922d47b92146fe1653026389f43aeb1,10,1,0,,5098,,,,
0xa5112ff152a0e27bcc38f7dbc99ac3d7a5be5cd9,20,2,0,1000,484,,,,
0x7ca21d74eb16f1b588b4f3c52781b12698f150ee,59,4,19,"3375, 14838","15756, 13351",,,,
0xae4cc02eef25f4144809e824bf5eeb89d40a24df,10,1,0,,4834,,,,
0xbf071f633150f47b31c45ff7d04f94f06f39974a,30,3,0,"7475, 3649",15951,,,,
0xe4c625539eecfc93eaf7bde998c88a73b2297545,31,3,1,15234,"5343, 8611",,,,
0x49e37ffe0e73536681dfaf4c1e48578d6b37802e,10,1,0,,10168,,,,
0x43dfe6c51721ceda0c9af2dde1d5518341cf33ef,22,2,2,2174,2899,,,,
0x3d4714e10f17a17bc4d2de4c5ee0cbdf07de351d,21,2,1,,"1821, 8367",,,,
0xcde4754bf0d5333909f64f4fbe47b263482e2615,10,1,0,,3193,,,,
0xe930601fbdf911bf1e8050e974534849569317b4,20,2,0,1708,1730,,,,
0x97a6d7365e64d56b8a9aede0096a0fa2ace4eebc,41,4,1,"567, 577, 576",571,,,,
0x2a31ce4806ba88843691c2aacc4de8999ab90444,10,1,0,,3901,,,,
0xc16d189ef2c97870a0b120e39e6e3ef32fda7f1e,10,1,0,,10567,,,,
0xa151a5fd66c3838b8d295da4da60d96c6162821f,10,1,0,,14982,,,,
0x0ac907aa8251fa6956d66ff6fed2b914243890c8,10,1,0,,7836,,,,
0xedb19f358c9281acd39de1132f4871a2eae5eaf1,10,1,0,,6640,,,,
0xe3081444cd908a72e158d4249c2e3616ded1fb8a,20,2,0,297,166,,,,
0x3fbcd3e067a5ff2395fc5fb242029e45b6c0bd78,10,1,0,,15088,,,,
0x885af27d26152ea96ce01fd253281a1bdd8d998b,20,2,0,4472,15646,,,,
0xbf6cc9bcc7e76b4d217738cdc055c7df83dc626b,10,1,0,,7771,,,,
0x6e5d59fde75eb8d26a7c52e8bd4df3ccd855382c,10,1,0,,8800,,,,
0x0005908bf8b416fcff4900346a8f60a5e57bfd95,10,1,0,,15536,,,,
0x12c7f5783f5545a9480662b4393dc32d38c65916,10,1,0,,14426,,,,
0x881809b611b07630b220de354734a764d458c52e,10,1,0,,1873,,,,
0x193cc509c738f0a938bcad50aa001d8a9dcf6e95,10,1,0,,10184,,,,
0x5e4b49881b28fa206945bab81ced5303ef93075f,13,1,3,,6131,,,,
0x6113812dc9e1ca33b18dc169f3d8bfe2ae18ba10,30,3,0,"8621, 10870",5271,,,,
0xe53939703efddbb3ce85edef2f1a501bbc9f069c,10,1,0,,9315,,,,
0x0df0be3cb0e661c77cec92184540933568bb0d78,10,1,0,,9897,,,,
0x2bd9f9f1ba6d4455fcd0c811404f722fe476516d,30,3,0,"5171, 12512",7263,,,,
0xff456b7f161985cc05270ab656f6419c85a4a959,10,1,0,,7111,,,,
0x67c1c2d2dd0a5b5d0e17cfae70b2f32aca22e8e0,20,2,0,1101,10963,,,,
0x1337100d9bf8c6051022b4e20fa8ddf9e249e50d,20,2,0,8414,15179,,,,
0xa604e429f26d440e4742b25bce05f3f3857b221a,10,1,0,,1254,,,,
0x47a266e4dc05f69f4e6166a013c300f7af5ca1de,30,3,0,10426,"11009, 1752",,,,
0xf13db964fef5a68b497e2c56914f0d6d11511d71,10,1,0,,5534,,,,
