winner,tickets,opepen_count,checks_tickets,set40,set20,set10,set5,set4,set1
0x381a05acfbe95ab203c3b5dd093b420f76eb22d2,10,1,0,14016,,,,,
0x5bfde1a5a3786fd43da33f68b11cf5ad8884111f,10,1,0,11741,,,,,
0xbb9d7c7aac90b214ff1a2887d729c5d56d8f7f5b,10,1,0,14941,,,,,
0xc2d9eb979f4679adc0a4328ac5caa096a03f18c3,10,1,0,14969,,,,,
0x3480c9ec9f261f54362de2dc91d5e1479b320827,10,1,0,14856,,,,,
0x45c86eb6f76797d7aa9253cfa1314494ea232e72,10,1,0,12506,,,,,
0x1bdb7606fc0008c99dcb2784c41af11fe42e07ba,10,1,0,15440,,,,,
0xa97c7af7532e661db802069571920a718338618d,11,1,1,5040,,,,,
0x65bbf2c1baea1c5c2e2de330eb48dd6cbfe7775e,10,1,0,13949,,,,,
0xd0e8060e52d8c23984f22ac899d18fc53aa8bcbd,10,1,0,8913,,,,,
0xa3274031a981003f136b731df2b78cee0cecb160,10,1,0,2235,,,,,
0xb3c2cce69df693ce8a3c220d6ff33cb4ee358714,10,1,0,538,,,,,
0x9677e256755e1718e7e455b3bf9bce84c6db6b2e,10,1,0,2962,,,,,
0x014a64241e230541626be1060443c16bfe0900c6,10,1,0,7178,,,,,
0x26389de504b3b245abb5ea563105f62b2f54de1f,10,1,0,8205,,,,,
0x2ad687b8371628a53b05cc6503b9a5ab5661616a,10,1,0,10710,,,,,
0x36eade2216ff83ea5035a221af8e79b6551c626f,10,1,0,4138,,,,,
0xd35c826bf2bed9a6a448a184026199b500d60514,11,1,1,5873,,,,,
0x694f18586fa07aaa6bd0f6a4eb274b3b0008dd3c,10,1,0,14282,,,,,
0xea990ae72939b8751cb680919c6b64a05b8e1451,12,1,2,10646,,,,,
0xb1b79644d5480672c2b4a202ffe67f3907633587,10,1,0,13723,,,,,
0x827e83fc8416a6940fc50c3139652acbae500aca,20,2,0,"11654, 5056",,,,,
0xf7f7535f425e162ce94e6b395e8739a8ea2cc4dd,10,1,0,12555,,,,,
0xae6fef4dc4671bd0f898dbfc2f49bf63ccd18a5c,10,1,0,15795,,,,,
0x38140b7f622e5c3c2f11d4531718b6ed892bd235,10,1,0,691,,,,,
0x0bf30ce317c09d8d1415dbae993b216ee1bfa09a,10,1,0,12364,,,,,
0x8c170f8ce37e27555b0225b8a830347e5d56dda2,20,2,0,"869, 380",,,,,
0xb75292be93310248319c21d17bdba4f7171d4ef8,10,1,0,8165,,,,,
0x2a86e9f48cc7aa97d534a2a3661d7b5758f20335,10,1,0,989,,,,,
0x0f576016dd53731b441c473d253dbdf404f57314,10,1,0,2868,,,,,
0xcd8ae64d098c80c21f3422f2a84862fbf0c480c6,10,1,0,7116,,,,,
0x34d8034debd6c440c0ad64237861565f5ab321fd,30,3,0,"6811, 13127, 13363",,,,,
0x3b36997337d9bc290af1c3fb924a85b32d94b880,10,1,0,15076,,,,,
0x80586b1aeb2c4091ccc2e987a048e96c61485d01,10,1,0,15139,,,,,
0xa2ed55088be8b1565496292d98fb42f0121ff9b8,10,1,0,14253,,,,,
0xa5a96d24222273649d7a87ef0b24fa81a9a49b66,10,1,0,8839,,,,,
0x3720e15ab36f9af7e6ea3c5bac39541fa701b7fb,11,1,1,3414,,,,,
0xc1d511001283f55784f8192c3339d126cfe6c330,10,1,0,1259,,,,,
0x5c1ac50c47e707f8e7f3820287e53f6fa59f67db,10,1,0,6727,,,,,
0xcb9f87919b6818ccf3e8350e0ee2e13200dc8fe8,10,1,0,14378,,,,,
0xb11be3247fd41ae3bbca5d561143a8ad7804fc69,10,1,0,2285,,,,,
0xdd3767abcab26f261e2508a1da1914053c7dda78,10,1,0,11502,,,,,
0x2e229196c169df6ea418af79115de0d9b4d3ec61,10,1,0,1183,,,,,
0xd77583e4babf06648ac283f14aa595a08d7699ee,10,1,0,14036,,,,,
0x5d36784b6eb7685b60877c591246651796da18d8,10,1,0,8066,,,,,
0x07587c046d4d4bd97c2d64edbfab1c1fe28a10e5,10,1,0,10226,,,,,
0x0b0de0fd452c6613400ac37a1073b22ac289151c,10,1,0,670,,,,,
0x5ef7103ffd3c232d822ffc541e1179f04071fad8,10,1,0,12905,,,,,
0xa2a0475b5cdef83a08e6f7a15652ddadcded8c7f,10,1,0,1074,,,,,
0x6cd187d8f740563d60039ee4cec7e23a46847c6d,10,1,0,6513,,,,,
0x875a7dfc5749eacfc5f2725e717d7b17cd5492fa,30,3,0,"5289, 1686, 15751",,,,,
0xd5cdf048c1c6616dd3e757ad277c1bdda6be3abc,10,1,0,7664,,,,,
0x6f2ddee8167026017f6e44a512455f854f3bc123,10,1,0,12845,,,,,
0x6af2d1a67ea8421860bd7c5aaccffdbed1a71e4f,10,1,0,4905,,,,,
0x8d78f560b9dc63cd4aabd0b17a780630bbd33fa7,20,2,0,"2543, 3108",,,,,
0x877a200be2cea62dd0ad9ebc2bf74f5a033e8f3b,10,1,0,7606,,,,,
0x94f1b945023d38073f686d1c3374a07a4c48ac2c,10,1,0,9872,,,,,
0x918a1b30b8e92a883e231662b66298120dca7a0b,10,1,0,10095,,,,,
0x9279cbbd3305e300da7c8c9d792b128d34ba1a30,10,1,0,4937,,,,,
0xebdcb8be4cd327b1503552b3a833297f596b2878,10,1,0,4197,,,,,
0x2ad027b9b8dfe31dc0af2cb75c1682e96c456d90,11,1,1,4827,,,,,
0xc5ac2b1d6fe495063c976aef6d17d995e542a11e,10,1,0,3966,,,,,
0x89d503d6d59012dd32ecaecf341f982ee1cd1d3b,10,1,0,4316,,,,,
0x90605651cade6e57ef6bcf0bc2fe5640db484ef4,10,1,0,14084,,,,,
0xb817ec1988fdd5b9c21decfdc64f017e2e251298,10,1,0,11204,,,,,
0x57304e0943ef2b400c6d99e2e2edc5efd0b2396f,10,1,0,10167,,,,,
0x8ce1af7972fa7b169e6e274c6927d9f4a4ca90a1,10,1,0,8029,,,,,
0x8111aa8d5b19b9b7efe164e41eaa00fd1aaa3b25,20,2,0,"292, 55",,,,,
0x13a9cf094c4f51fbe37665509b03e96c4c6993a0,10,1,0,14336,,,,,
0x11a23822af166a93988b21bb651e8d31bc1f9f1c,10,1,0,15728,,,,,
0xc06d1452131f83b803026949eaf837820fae2095,30,3,0,"1504, 6901, 886",,,,,
0xb282d923237ed6f472bce56a93a8525af79b9932,10,1,0,11672,,,,,
0x99a47547ee8623e44fd6d0775c3bf218282afe61,10,1,0,4063,,,,,
0xb2e8382ed964f7e4c4c14e883ed6be7c0a1ad534,10,1,0,14186,,,,,
0x8869278b9e0a4b84b955492e6de3ad7a7bb9e0b0,10,1,0,15466,,,,,
0xc71ef5eb2905a80bc23f1a59ad3668427be7b58b,10,1,0,5632,,,,,
0x81dffaa511734738378a73e8b7e0ad859a504411,10,1,0,15264,,,,,
0x86b2becfce7da0d3988012e599b989fecc73f0a8,10,1,0,13745,,,,,
0x15b966928f8c4814c05760724f7504684b481fb6,10,1,0,158,,,,,
0xa81832435db087710d8dbdb2e8a726d5fdc2207e,10,1,0,1960,,,,,
0x92b00682f3c23cd1f9c216cc51f46e9d59b65b83,11,1,1,12303,,,,,
0x71b49dd7e69cd8a1e81f7a1e3012c7c12195b7f9,10,1,0,3285,,,,,
0x9763b69e4a3aa6e93ce5c8c6c91bea5da61826e3,10,1,0,13102,,,,,
0xd60fdcc7c5a613e5ce6bddd7db3d738ec6b86055,10,1,0,11821,,,,,
0xe8db5d66bb9aee8dd55702c9704b803d5e388eef,10,1,0,10551,,,,,
0x7163473f79f941c912480d96258fc8dabd11fab3,10,1,0,5664,,,,,
0xd51be729978e0bcf6dcb1a8fd7d3d83323534d80,10,1,0,12339,,,,,
0xa4201337ff45e434dc9f567da1ec566474dc4793,10,1,0,1235,,,,,
0x85927b7cde3453ff07c7e0068eb698c663a71ad0,10,1,0,11242,,,,,
0x66fc46e39f11762eb1372f51fff003ca450acc2e,11,1,1,10686,,,,,
0xaa3a3ace5d9654c86e594bdf8499a584ccc21b11,10,1,0,12326,,,,,
0x70aab14c33926de63a898cdf5c63a3b78df5a79c,10,1,0,15316,,,,,
0x667fb04c9d0f680d4edcba5f38963f7709651e40,10,1,0,15685,,,,,
0x9f8c1ed0334b06d62d04e6bfe4c8a3adb2e15ad4,20,2,0,"13503, 2657",,,,,
0xfa9f2cfa69b6d05863278654a9583d19855652a9,10,1,0,14680,,,,,
0xfcb3bbe86b9c3cbc094a789f2b6c7fec20fcfc1d,10,1,0,13068,,,,,
0xec85a04735af3911b343719e54ae8a32d4b97786,10,1,0,1739,,,,,
0x15cd2cbbcfb5a8c2f53aaa404eab932a6d4f933f,11,1,1,4429,,,,,
0x58622bf07650979b0a08972eaa498cf4e9d4c889,10,1,0,15279,,,,,
0xbca1e9a0d9e7a7183684fe9c400c0cc3cecfcb27,10,1,0,4791,,,,,
0x4be2934d934b07a49d2a5156a36f8f9ac2921092,11,1,1,3363,,,,,
0xa2f0448f346ce50b9029506c88dfa58d07baf880,20,2,0,"1125, 8803",,,,,
0x7c37d90f45500d9b3fca825e9e475886d6751120,10,1,0,12683,,,,,
0x977845e404918808ec8cdd57c448d7f9834328a2,10,1,0,2253,,,,,
0x17523002d66dbdda6677646d256a5b442107251c,10,1,0,8371,,,,,
0x608755935b69e7d28b4891c81e91933a5935d2cd,10,1,0,10717,,,,,
0x119c14ba3ca4e16c0d014e0a40f5d2a8a188bb6e,10,1,0,1082,,,,,
0x520f69eb15f8802f2cc41fd62e31e96c62e315dc,10,1,0,11895,,,,,
0x61d0ef0fabdc7f4eda36f7ee48819f52ab718b57,10,1,0,8841,,,,,
0xfabd67fb37f9eda3c834cd239b2eaa70125fb742,10,1,0,13630,,,,,
0xe146e2cf9df36e0e8e3de610c95133d582d7167b,10,1,0,11609,,,,,
0x3c241e3b250bba7200aabe59539a40818a065aee,10,1,0,4860,,,,,
0xb39c1effd1214f4f55e231adbaaa73858dea033a,10,1,0,3949,,,,,
0xa99ac8b5705ca78b6ced845715d335d06155d64e,10,1,0,14614,,,,,
0x376fa8806dc7161453d98df3c3d32ecd6357cf92,10,1,0,2995,,,,,
0x6ee1999d431a7d826ac998ce436e0fd153551270,20,2,0,"4230, 4389",,,,,
0x5118ad87d4e17e083e62b9677fddba56194d2dfc,10,1,0,3016,,,,,
0xc2e9312817e2354643e031033ff4ef5a08cf7888,10,1,0,3247,,,,,
0xb7d793948dbfc0918d10aa67e2900b37266e9d41,10,1,0,15458,,,,,
0x0f8bd7b597c655869e58b9c1bcfa4ddfe590259d,10,1,0,11344,,,,,
0x848f3941df1aef375a3f3b1766abd59a3ded28a7,10,1,0,565,,,,,
0xe3dae8f50fb795f47d56fcf026f7c678ba34d1a8,10,1,0,2809,,,,,
0x585020d9c6b56874b78979f29d84e082d34f0b2a,10,1,0,14790,,,,,
0x2f7c1642030cba08e3586c54cd5bc31bbfde7fb3,10,1,0,8225,,,,,
0xf3e656c25d46bc6ac907314b45e532e7300edb33,10,1,0,8131,,,,,
0x7502de34c9ad924c6f0f4aa4a8113168ce5bb596,10,1,0,6783,,,,,
0x718cefa5a3c5e617553e573fd6b45c95198361b5,10,1,0,7941,,,,,
0x52852ec693cc222b75b6a488950388d875dc5067,10,1,0,12127,,,,,
0x1ac10dd0d1733783f84c1c031516ebbc1534dc3b,10,1,0,7910,,,,,
0xd4a433f2359438c51a5a923830f03343c80aa617,20,2,0,"2162, 2288",,,,,
0x8176e012026fb23ba0d85c3bd2fc5fec5506b0b9,21,2,1,"3315, 14055",,,,,
0x45a34664867e3b59b09171b308baffba89781a29,10,1,0,6289,,,,,
0xf9f256d65dd01f5bdd94a36d5fea5a4ef7abadd5,10,1,0,4123,,,,,
0x5640a663f512dadb7470ee7b28826c6c86b33cf9,10,1,0,9298,,,,,
0x4263b4b573c5a1f3c448432189d4d7ad97dfa1dc,10,1,0,15094,,,,,
0xbbdfe2f5ecd3d095546dc13f6974ff0599a7b116,12,1,2,8226,,,,,
0xf535fec352e288fbc2b9b95729bd2407f9b2a78b,10,1,0,13792,,,,,
0x49695bd21712967bf54bc0643444d657225aadc9,20,2,0,"9648, 10552",,,,,
0xa5bc74ec9070b7344b316c9e647a4fc3d4e1e372,10,1,0,14191,,,,,
0x5004426dfcb973c5c4c0a59eceb1853a5a2651c1,10,1,0,14972,,,,,
0xe9b93092bca86e5b5a6db82984eac293ff00ea3b,10,1,0,10139,,,,,
0x7438319e0784612de7804e303baa52cb3c8db5f5,10,1,0,985,,,,,
0x6b5d78f623a79cb080c2c050a64d98de86623667,10,1,0,9098,,,,,
0x9913be64013afcbfb86241783f80329449f75184,10,1,0,586,,,,,
0xcd92f47029d1ebeb94b713d433d62cb30d12b8eb,10,1,0,4831,,,,,
0xfe8c5d65dd3e67be5fd015df657e9a35e7728c7f,10,1,0,8457,,,,,
0x309b01e46f65b4a5c7c67a0afa112784f663320b,11,1,1,8009,,,,,
0xd7bf95a51ed69bbd5e4cd70c8a7743ee4d0034a7,10,1,0,7723,,,,,
0xd34d42d1335ab3ce12c8dc85ebe21cf1fcdefed8,16,1,6,4236,,,,,
0x585a8d6138f143c7ba47d65946dd77b19fe1a14a,10,1,0,3651,,,,,
0x859303f85481f81bcdab9601d36434685d43faad,10,1,0,14526,,,,,
0xe54790522d06cbc2b971a7a58532c71f002cf6c9,10,1,0,3231,,,,,
0xfaaa9d516871825c7af8897a8441dcb0263e747d,10,1,0,10183,,,,,
0x4946400f4012a2f8b75e99b16ab7384f9dbddc59,20,2,0,"1967, 11712",,,,,
0x1a1c37c145a1eab58c43f003ebb55c18083b5987,10,1,0,1580,,,,,
0xea2d41ac6c5e530f98f41913d609a7e21fce955e,10,1,0,1925,,,,,
0x424761488f5094eb3661888dd14d23f6cd9bec40,10,1,0,2345,,,,,
0xd75c92b353870da864a7df3de2a79042a655ff30,10,1,0,11599,,,,,
0xbebbb6b46f7e0c2cb99a183ea64f52595bdc0f4b,20,2,0,"7940, 12133",,,,,
0xb4cb5a106a569b3664d3a9ebaa82ee6995673da8,10,1,0,934,,,,,
0xb1facf03e43d3d2254ed4bda3fe08a11656d27ca,10,1,0,348,,,,,
0x4c89db12a2dbc077c41100df96f40dc858ed82ab,10,1,0,5013,,,,,
0xd17579ecff58c528c4aa64db58e8a829b1c111cd,10,1,0,8991,,,,,
0xc5ada957a63f6d5ff0c7c598fe55631779748239,10,1,0,13220,,,,,
0xee49f82e58a1c2b306720d0c68047cbf70c11fb5,10,1,0,2836,,,,,
0xaf8fb85e1914bd78872ac5a507ffc0feb2715622,10,1,0,5662,,,,,
0xa150b00e03c0af88638e017d3bedeb145548ddf1,10,1,0,12456,,,,,
0xca2617c0c16a78dc0b29ca72a88785e5797ae61f,10,1,0,9527,,,,,
0xa9df3e5b8089b7fc297e2d6b63056dc25ad9a52d,10,1,0,10282,,,,,
0x9418e061781d03a6a2dcc836be3eb80b51c34483,10,1,0,14583,,,,,
0x31f6c08b8d6e16b2f04c77afc05bd6328ee099b0,10,1,0,4059,,,,,
0xe7617e7f121692056d0da2a38da59aac1a4ff84c,10,1,0,8413,,,,,
0xac66cce6787db753733e2a118fc29c820787b82f,10,1,0,13219,,,,,
0xce1e9495d043dded08252f147f4c0bef37e56af7,11,1,1,7794,,,,,
0x46ec79c6e2caaabbf2ada3a5306e065bfa1a879f,10,1,0,15601,,,,,
0xe4db07d640eda94732321345693ba150e62ce79d,10,1,0,9708,,,,,
0xeec73caadae89d081dc1c8b39f3fda7ce82eeda1,10,1,0,12272,,,,,
0x1729647b2c8b0177679cac8bec741f9d2cd76ac3,10,1,0,11728,,,,,
0xa2542071f175ceac65536fc98e138ba705a49b75,10,1,0,10178,,,,,
0xc6b9cfdf50b3cb5cafdfc3e94a512e9154895e32,20,2,0,"3582, 7279",,,,,
0x52e0f7339c1bed710dbd4d84e78f791ebe2df6b9,10,1,0,3366,,,,,
0xc8788e47632167d8642e7d14d9ec056127a3a066,10,1,0,6943,,,,,
0x7f0b1da43d33e3e31b3fd53d78cc568a0bf85e4a,10,1,0,6412,,,,,
0x654e5c8359bfb0555faaf58e2699b4ca196db954,10,1,0,15269,,,,,
0x9051b3c1716fb28044cfddb9f7296ca59d579302,10,1,0,12162,,,,,
0xd28b6c9e0cb81a3e1e98a3475e315069c86b30ec,10,1,0,11104,,,,,
0x85042ee3f6911a73126488448aa9e81b3ee5514a,10,1,0,1977,,,,,
0x579161f853bf1830e241d9083f0c713cd77a90b5,10,1,0,10170,,,,,
0x8c34af0f3878a60c1a3c4d43a841e47bb7215587,10,1,0,11227,,,,,
0x56f66af928e9db04fdd18c5f436e917df9b640b1,10,1,0,731,,,,,
0x9469c98be5afd94cd601e094bc401ddd37f480a3,10,1,0,1683,,,,,
0x023917ddce05b796f6715f77f330afabb0169ebd,10,1,0,2305,,,,,
0x4a15ddf72c9c96312dc206e38dde8906e77667e0,10,1,0,8747,,,,,
0x282b8a99fe5a5f0c4662ce148c33cec045803542,10,1,0,5696,,,,,
0x55f49647605ad59f893d982a5ef95cfbaf62f87c,10,1,0,10763,,,,,
0x1feff0b3738f312070a061a3f2000662f5a6c92f,10,1,0,12015,,,,,
0x1827070eaf5b65dcc24a4ecec8360a7c79e6247a,10,1,0,12043,,,,,
0x096a899d2911ee9412aba48dd76154bde2d6a91f,10,1,0,10695,,,,,
0x2fe558f38390595d7b554588a7c7569a8767a83d,10,1,0,5919,,,,,
0xa5ee8dfb17fa8526e801d9b6f36045af330daead,10,1,0,5841,,,,,
0xc11f42d7b2ff88bc32da5d06bc4b7467ac2b80aa,10,1,0,114,,,,,
0x52a91af04e8b6518c34dd51eefbf144c247af873,10,1,0,13906,,,,,
0xdf331213db297253c23f738068a06fde4d19ec61,10,1,0,8114,,,,,
0x67f41e86baa1e4d79ddc482566f9a8f43a5d7f8f,10,1,0,5411,,,,,
0x2e3e46a2bc5c120b7da88a43adcc0db77db7eef2,10,1,0,8792,,,,,
0xb396fca2d58421c550ce24ef4ecc2029233e0b31,11,1,1,5813,,,,,
0x87bcd2ab5bef6d6cde99bc0d7f63e1c98c47448e,10,1,0,13345,,,,,
0x87afaa198117496bce792b6a5de3b33ba7cac73f,10,1,0,5108,,,,,
0x7f31fc598e29af79f4e1e30a13cd208c588a2b81,10,1,0,2549,,,,,
0xe4b42cbd691ec33c74c49e5aa14b9dfd2adfaab1,10,1,0,12976,,,,,
0x0f615319d7ceed5801faf6b13c9034de9223a3ec,10,1,0,4004,,,,,
0x403627bdbeae326015d35ea7f0c6e2a4639b15b0,10,1,0,13513,,,,,
0xb69e40935479322d78aba5314f1b3811258083d8,11,1,1,12095,,,,,
0xa271aedff599c4a051d0d2326e7a66e300fa1bf7,10,1,0,12788,,,,,
0xf24286bef1e90363e0233e664827380ac1999c9f,10,1,0,12548,,,,,
0xe5348dd4faf578ef110d501bb0461c09a25aad03,10,1,0,11027,,,,,
0x58c4eae714b5b4652b003802e9cbba62e1d15716,10,1,0,2337,,,,,
0x8727ddb932095fa3ea0fbb6e77f65b1581b9123e,10,1,0,10928,,,,,
0xa4a9552d7d6b7e9f454acd1765ef5cc049672d05,10,1,0,10999,,,,,
0xc4c5e7f5a691b2edea2aecb88794fda172a011c7,10,1,0,13203,,,,,
0xb340a3fe97a7e9ef1536d1df6e5b6da8112d9667,10,1,0,4688,,,,,
0x8df0ac80e197414e451674f8cbec03f92b98fbff,10,1,0,6407,,,,,
0xa2d66254bded61a8388815125974792a119ce610,20,2,0,"3795, 3768",,,,,
0x6ac585112e84839f876fa9327bab9cae94cb3939,10,1,0,10169,,,,,
0xbc3d20463320958dc7de604b5fdce94d9a85ceb2,10,1,0,14132,,,,,
0xe463b679b28f92fe0c36c8ec13f42bd80e14a76c,10,1,0,1627,,,,,
0x8e601d806b94229b0ebe468e3b6dfa91f6845b3c,10,1,0,10010,,,,,
0x097ac48a9352b02d7fe0f938f4c1d8f12b816970,10,1,0,7692,,,,,
0xd282c10dfbc5290aec45df4bedf3574b1515a47c,10,1,0,4151,,,,,
0x373004e4b23217ef807095bfc22cdf5729d9c0a7,12,1,2,3861,,,,,
0xd5a04bb66a4db881f69442b97120c488658c887c,10,1,0,14582,,,,,
0x79b57a64b074368ae74a518b3fa2b30f83461f0c,11,1,1,9779,,,,,
0x41976b09b5fbd8af4788cd4af15b73ce512af3f5,10,1,0,4777,,,,,
0x72177f5e789bd17c7f60654ceda40c0eb4dc3983,10,1,0,4835,,,,,
0xa75c93e895dc2fb3b034bf4ac59cf85c4c99ae1f,13,1,3,9013,,,,,
0xc00ebc2e8d6dbc4852e772b13ba6f10f8175e9f1,10,1,0,4699,,,,,
0x4a347d1d36c7a5be7d2e59e1e34af373be96e6bd,10,1,0,7222,,,,,
0x486debb61c2b093eb7184c271309db0440cfc71c,10,1,0,3876,,,,,
0xa9de5f6c07508351b8bf1ef29f2d414be462cf2f,10,1,0,14061,,,,,
0x8e30eb5705d8c7c613569b7834dec5e7dbb1228c,10,1,0,12217,,,,,
0x4748629b341ae21d5009ae425dfa79e9fd852282,20,2,0,"9438, 11516",,,,,
0xa0ff0320c721d95d2de8a4c30ed2eeb3acb11332,10,1,0,9017,,,,,
0x6d779596f095463362a825a67145d0c5245a89f2,10,1,0,10752,,,,,
0x0d7405f5f830659fcb0c4b05f2e40a78bb30448f,10,1,0,1206,,,,,
0xcef9b5c629664b415dc8d456b5f139154f8d8f0c,10,1,0,6746,,,,,
0x23f5c5ebeb16eb674d8d87c718dcffe2b92643b9,10,1,0,4949,,,,,
0x26fa43e53bd545f2f9c58c44f705e2290cadd8ff,20,2,0,"1134, 12565",,,,,
0x6f762d60ff83a6d461b87d25ecaa7b3bc464e381,10,1,0,7302,,,,,
0xa51daa559a9553ef181e0c00ac9b65b39d6ed9a5,10,1,0,13892,,,,,
0x72a4b03259fcfe5deeb5197db10ae586165d4fb8,10,1,0,10687,,,,,
0x870858aedee9914f876b3bed8163e794f8c658f2,12,1,2,1152,,,,,
0x941b6117f7059c484d66e8f24ed38cb40a1667cd,11,1,1,10151,,,,,
0xb2a1d889793af4bbf47b89e90a0b2489a58685a7,12,1,2,13338,,,,,
0x828b3dccbc9f868dd52dee247cacfdf66d849bbb,10,1,0,972,,,,,
0x5284b0ba212a1f94246afdf3ceb892441d1e3434,10,1,0,7500,,,,,
0xd4a9ec464ed3553c7773364a1a85032a8e488d8d,11,1,1,13637,,,,,
0x6d967d35a4e6296a1da4118b735a1f308fc02054,10,1,0,10462,,,,,
0x590a86a0c1a588b039e66ccd51482ed3a70b4693,10,1,0,15772,,,,,
0x7c2f06ab61a94fe9760cc8d9ad35a33c0472cb8e,21,2,1,"14158, 10253",,,,,
0x1c3c6be0f414a026a011dfef28fe8710f3f190de,10,1,0,11136,,,,,
0x336bd505b648d378a251f06ec3f6693620913f92,10,1,0,10305,,,,,
0x910b48c25afc5b2a998458b62d467d482eca74af,10,1,0,11534,,,,,
0xcc0b15ce6954c0d870b82683b5edc663fca54f3c,10,1,0,12154,,,,,
0x4644b45da4ee1daa411c70c4d3713b8e20a9f9ab,10,1,0,14228,,,,,
0xacf9fdf9ba07dc85b6e018b3c9041b3faa0b71b4,10,1,0,3611,,,,,
0x7c31c23005355947aaa0acc72ae87baf0f9cebb3,10,1,0,8106,,,,,
0xf9453826c08782715f5e614d224622cbde0bc978,10,1,0,1119,,,,,
0xf224837e13b1a745574ef68a73427b0063f266f1,10,1,0,6278,,,,,
0x417ac1bce3d92218148e2c969aef72c33a614f5b,10,1,0,3514,,,,,
0x4fb86d6c613680ac726987054c5ae9dd93e777a7,10,1,0,10735,,,,,
0x558e1bdda5b2283d816838e778f8f43f26408ff8,10,1,0,10002,,,,,
0x6db8e922741c8bc816b30e8c944c3002c3b6098c,10,1,0,15104,,,,,
0x1d1591b90d5a3d33c8284736054389c0287ea609,10,1,0,188,,,,,
0x0091748a77a1e06b9eaa5727252022db062be68d,11,1,1,2020,,,,,
0xe052113bd7d7700d623414a0a4585bcae754e9d5,10,1,0,3395,,,,,
0x331549c6d8c7ae53b33f0b08f9df9977ef183270,10,1,0,7571,,,,,
0x2f41be1b4154a4130211fd1cc78b7c31e1f71130,10,1,0,3875,,,,,
0x87bc381f3f0c513232452dc3d448602ac104da9c,11,1,1,14523,,,,,
0x8ceb8bfe0617361e4fb3210c5f92913fd77a3ea8,10,1,0,5669,,,,,
0x74ab532d6d4b10598591a1ed3a40e97e5feceebb,10,1,0,6358,,,,,
0x79ae2b97b96c27f1701e6ce3d30138cf8dcb0e00,10,1,0,1637,,,,,
0x089fce8be711cabc806d69b1d0d5aebd52a06455,10,1,0,9320,,,,,
0x5f77911c11b5c131cb81fa546b89d5d83ecc6b00,10,1,0,9202,,,,,
0x5c12edc9472838534c25a97fd8d7ac0747a3f326,10,1,0,787,,,,,
0x098132fccb732f650071d6b281092df22d60c28e,10,1,0,7891,,,,,
0xc25f11c6afcf65eff9a947cefaa4a9c32a2750b4,10,1,0,6633,,,,,
0xf839ae19a58070ce60b0101eb9674730be882dbf,10,1,0,3447,,,,,
0xa4986223dc63eccaa56c41e9f64b2b979bf41bb3,10,1,0,13559,,,,,
0x3a04e66f6a805f3f0645beca0a1d4f0024eb70c4,20,2,0,"13634, 14093",,,,,
0x187089b33e5812310ed32a57f53b3fad0383a19d,10,1,0,11166,,,,,
0xf7a2843e1c03764f453e8e51b3d2a76c5245a2cb,10,1,0,15055,,,,,
0x2c802edc4753b7b71e727ea2603e51597058e614,10,1,0,9748,,,,,
0x45b3b6f94a8c8c94c953d4a2109011eed8957a69,10,1,0,999,,,,,
0xf22f00d0b95b1b728078066e5f4410f6b2be8fae,10,1,0,5915,,,,,
0xab8e4d1a7737a130d7cbdf89d9e51a08835f86d1,10,1,0,10932,,,,,
0xd0554397c210570c7d43dece38a09f5e26098da3,20,2,0,"8892, 10718",,,,,
0x28a4f1c13fc3af4b4ac9ce8dac5eb7de9dd35ca1,10,1,0,12494,,,,,
0x265d105f4968cb02468904ee00c2ec62a9058fbd,10,1,0,5006,,,,,
0xa59a6beb93dd9f353e8b0f43d82f3058d0637547,10,1,0,573,,,,,
0x60ae12cda66dab717d6ab827148bc27ea22790a8,10,1,0,14254,,,,,
0x59b73638dc6bfb8ff93919b040e6320821130319,10,1,0,2040,,,,,
0xdcd31e86fe30145097879cc09fe92688d0e3dc9c,10,1,0,6940,,,,,
0x785f201b69a9ee06633b9f761b0044e5ea3953a5,10,1,0,11958,,,,,
0x0372eb65f115f4b79cfcc7f9dc796e4f161cd7f9,10,1,0,12054,,,,,
0x88d9b709ddd27dd1dd1c761352e52a1c96bc78e7,10,1,0,10537,,,,,
0xf6fe1654cebf900f59ca191d2ab9f87655c0c6ad,10,1,0,11680,,,,,
0x803e96717d25ed306160d35ab0368dd595d0efb6,10,1,0,10446,,,,,
0x6efebbb722aca988d8f73e094053c91664ab51b8,10,1,0,5856,,,,,
0xd41fcbb0e58cbeae68b151e07bd8f991afc5e1af,11,1,1,15242,,,,,
0x5a2337c1ef439cfdb7347f509b1f0e55aae20414,10,1,0,2911,,,,,
0xc9b81f9bf863a36341d289336c001c4aa4db7a30,10,1,0,10053,,,,,
0x01d08dfa8ca1c2667bb5a506c49de506ad916f9d,10,1,0,14463,,,,,
0xab5d3f7eca3e784eaca50b74cfe5d1114cc78d76,10,1,0,12928,,,,,
0x74a0a4b3df6468dedd93e40cf1956d63ba98209e,10,1,0,10188,,,,,
0x270d1ca3bc2f4b056df80377a2f48304a464d90a,10,1,0,13707,,,,,
0xf9b70132f2caf75ed23430740d660e802bd2fdee,10,1,0,12627,,,,,
0x7330a6958973739ac030b7e3ed9afbbabbd00de3,12,1,2,2594,,,,,
0x44ae4efa8463ada0dbba34fd969b973c92cab5ca,10,1,0,205,,,,,
0x25a919823a940b3d2bffe99b7ba230ba2f55e4b5,10,1,0,7716,,,,,
